type,n,k,q,s,Average visited nodes,Variance
relaxed,1000,3,15,2,53.5333,749.849
relaxed,1000,3,15,3,10.3333,1.68889
relaxed,1000,3,20,1,244.8,5316.26
relaxed,1000,3,20,2,60.2,851.66
relaxed,1000,3,20,3,10.3,1.51
relaxed,1000,3,25,1,223.84,19425.6
relaxed,1000,3,25,2,50.36,708.47
relaxed,1000,3,25,3,10.2,1.36
relaxed,1000,3,30,1,239.4,6853.31
relaxed,1000,3,30,2,60.2,544.493
relaxed,1000,3,30,3,10.6,2.04
relaxed,1000,3,35,1,245.257,11576.3
relaxed,1000,3,35,2,43.9714,1073.11
relaxed,1000,3,35,3,9.94286,1.42531
relaxed,1000,3,50,1,230.1,4665.73
relaxed,1000,3,50,2,69.12,2384.87
relaxed,1000,3,50,3,11.12,4.8656
relaxed,1000,3,100,1,263,9475.46
relaxed,1000,3,100,2,52.41,1211.52
relaxed,1000,3,100,3,9.78,0.9716
relaxed,1000,3,200,1,226.915,4743.78
relaxed,1000,3,200,2,46.155,709.191
relaxed,1000,3,200,3,10.89,1.9279
relaxed,1000,5,10,1,334.8,21784.6
relaxed,1000,5,10,2,190.3,7055.21
relaxed,1000,5,10,3,59.5,1081.25
relaxed,1000,5,10,4,32,287.2
relaxed,1000,5,10,5,10.4,0.64
relaxed,1000,5,15,1,424.067,21344.3
relaxed,1000,5,15,2,190.133,9279.45
relaxed,1000,5,15,3,65.6,2022.11
relaxed,1000,5,15,4,28.6,209.84
relaxed,1000,5,15,5,9.8,2.42667
relaxed,1000,5,20,1,448.5,15836.9
relaxed,1000,5,20,2,214.85,7170.43
relaxed,1000,5,20,3,72.75,1021.59
relaxed,1000,5,20,4,26.55,182.347
relaxed,1000,5,20,5,10.15,1.1275
relaxed,1000,5,25,1,443.04,31937.6
relaxed,1000,5,25,2,201.48,12761.9
relaxed,1000,5,25,3,69.76,1341.62
relaxed,1000,5,25,4,37.08,807.194
relaxed,1000,5,25,5,10.96,4.6784
relaxed,1000,5,30,1,429.1,15482
relaxed,1000,5,30,2,170.567,9098.98
relaxed,1000,5,30,3,59.6,984.107
relaxed,1000,5,30,4,22.2333,117.512
relaxed,1000,5,30,5,9.66667,0.888889
relaxed,1000,5,35,1,409.086,23116.4
relaxed,1000,5,35,2,179.457,6490.42
relaxed,1000,5,35,3,55.5143,604.764
relaxed,1000,5,35,4,33.4,270.411
relaxed,1000,5,35,5,9.85714,0.865306
relaxed,1000,5,50,1,452.86,24132.2
relaxed,1000,5,50,2,172.46,4836.49
relaxed,1000,5,50,3,87.18,2498.15
relaxed,1000,5,50,4,29.36,578.19
relaxed,1000,5,50,5,10.56,1.6064
relaxed,1000,5,100,1,435.84,26508.7
relaxed,1000,5,100,2,174.97,9727.79
relaxed,1000,5,100,3,70.02,2231.1
relaxed,1000,5,100,4,23.22,213.852
relaxed,1000,5,100,5,9.99,1.4699
relaxed,1000,5,200,1,431.655,12261.3
relaxed,1000,5,200,2,162.59,5938.41
relaxed,1000,5,200,3,71.465,1360.89
relaxed,1000,5,200,4,23.945,160.692
relaxed,1000,5,200,5,9.625,1.34438
relaxed,1000,7,10,1,537.2,30410.4
relaxed,1000,7,10,2,310.9,12074.5
relaxed,1000,7,10,3,145.2,9174.76
relaxed,1000,7,10,4,90.7,3383.61
relaxed,1000,7,10,5,43.7,856.21
relaxed,1000,7,15,1,562.533,33226.9
relaxed,1000,7,15,2,312.333,12904.8
relaxed,1000,7,15,3,150.867,3883.85
relaxed,1000,7,15,4,106,2367.73
relaxed,1000,7,15,5,51.0667,927.796
relaxed,1000,7,20,1,579.1,20637.5
relaxed,1000,7,20,2,311.95,8293.25
relaxed,1000,7,20,3,150.5,6060.75
relaxed,1000,7,20,4,72.7,1841.91
relaxed,1000,7,20,5,39.3,693.01
relaxed,1000,7,25,1,589.44,12860.2
relaxed,1000,7,25,2,304.96,17528.1
relaxed,1000,7,25,3,146.36,7222.71
relaxed,1000,7,25,4,72.28,1317.08
relaxed,1000,7,25,5,28.76,776.902
relaxed,1000,7,30,1,504.967,29206
relaxed,1000,7,30,2,307.467,7231.98
relaxed,1000,7,30,3,169.067,7631.33
relaxed,1000,7,30,4,69.8667,753.449
relaxed,1000,7,30,5,57.6333,886.032
relaxed,1000,7,35,1,577.257,13247.7
relaxed,1000,7,35,2,293.543,15084.1
relaxed,1000,7,35,3,161.343,3225.71
relaxed,1000,7,35,4,72.0857,2035.34
relaxed,1000,7,35,5,30.6857,220.101
relaxed,1000,7,50,1,534.58,15794.2
relaxed,1000,7,50,2,308.26,7548.15
relaxed,1000,7,50,3,145.02,4903.98
relaxed,1000,7,50,4,88.96,1961.76
relaxed,1000,7,50,5,37.16,307.254
relaxed,1000,7,100,1,542.5,35260.8
relaxed,1000,7,100,2,307.26,11099.8
relaxed,1000,7,100,3,161.12,5984.13
relaxed,1000,7,100,4,65.82,1113.03
relaxed,1000,7,100,5,35.69,320.114
relaxed,1000,7,200,1,515.01,19590.9
relaxed,1000,7,200,2,286.875,9562.88
relaxed,1000,7,200,3,146.04,2939.97
relaxed,1000,7,200,4,79.535,1662.9
relaxed,1000,7,200,5,37.49,459.55
relaxed,1000,10,10,1,607.7,25020.8
relaxed,1000,10,10,2,380.9,13222.1
relaxed,1000,10,10,3,273.6,18304.4
relaxed,1000,10,10,4,164.7,5964.41
relaxed,1000,10,10,5,72.9,1506.49
relaxed,1000,10,15,1,700.667,6739.02
relaxed,1000,10,15,2,427.8,24867.5
relaxed,1000,10,15,3,296.267,12727.1
relaxed,1000,10,15,4,192.467,6225.45
relaxed,1000,10,15,5,110.8,2000.96
relaxed,1000,10,20,1,720.05,24925.4
relaxed,1000,10,20,2,447.55,14622.4
relaxed,1000,10,20,3,266.95,14648.2
relaxed,1000,10,20,4,177.8,9747.96
relaxed,1000,10,20,5,69.55,1506.65
relaxed,1000,10,25,1,656.44,28955.7
relaxed,1000,10,25,2,444.28,13110.8
relaxed,1000,10,25,3,221.24,18126.6
relaxed,1000,10,25,4,171.64,6072.23
relaxed,1000,10,25,5,115.88,5498.99
relaxed,1000,10,30,1,645.5,16491.7
relaxed,1000,10,30,2,481.967,11649.3
relaxed,1000,10,30,3,290.3,12159.3
relaxed,1000,10,30,4,161.867,6600.25
relaxed,1000,10,30,5,103.967,2229.5
relaxed,1000,10,35,1,671.057,23036.5
relaxed,1000,10,35,2,425.629,21129.3
relaxed,1000,10,35,3,266.171,7126.2
relaxed,1000,10,35,4,153.2,6861.02
relaxed,1000,10,35,5,112.486,3149.39
relaxed,1000,10,50,1,669.14,17817.1
relaxed,1000,10,50,2,445.38,18895.2
relaxed,1000,10,50,3,274.68,19300.1
relaxed,1000,10,50,4,183.28,6625.44
relaxed,1000,10,50,5,108.32,3021.14
relaxed,1000,10,100,1,621.33,22406.3
relaxed,1000,10,100,2,425.4,22507.3
relaxed,1000,10,100,3,262.29,7655.35
relaxed,1000,10,100,4,162.84,9197.07
relaxed,1000,10,100,5,113.97,2545.93
relaxed,1000,10,200,1,654.205,19183
relaxed,1000,10,200,2,401.745,22244
relaxed,1000,10,200,3,286.66,13881.9
relaxed,1000,10,200,4,164.89,6638.98
relaxed,1000,10,200,5,112.32,3401.99
relaxed,1000,15,10,1,765.8,14666.8
relaxed,1000,15,10,2,644.6,16694.4
relaxed,1000,15,10,3,362.7,11221.4
relaxed,1000,15,10,4,325.9,13657.9
relaxed,1000,15,10,5,302,12347
relaxed,1000,15,15,1,781.6,24202.1
relaxed,1000,15,15,2,573.467,12588.4
relaxed,1000,15,15,3,407.6,31856.6
relaxed,1000,15,15,4,356.067,7307.66
relaxed,1000,15,15,5,200.067,5749.66
relaxed,1000,15,20,1,778.45,10712.6
relaxed,1000,15,20,2,617.9,22194.4
relaxed,1000,15,20,3,377.2,15253.6
relaxed,1000,15,20,4,295,13969.1
relaxed,1000,15,20,5,257.85,10343.5
relaxed,1000,15,25,1,793.12,7632.03
relaxed,1000,15,25,2,552.8,23704
relaxed,1000,15,25,3,405.04,14684.5
relaxed,1000,15,25,4,370.92,15695.7
relaxed,1000,15,25,5,239.8,10042.5
relaxed,1000,15,30,1,754.9,12603.4
relaxed,1000,15,30,2,567.1,32348.2
relaxed,1000,15,30,3,446.467,14089.8
relaxed,1000,15,30,4,324.5,16138.7
relaxed,1000,15,30,5,252.433,8926.85
relaxed,1000,15,35,1,757.571,33437.5
relaxed,1000,15,35,2,606.171,36080.4
relaxed,1000,15,35,3,431.229,11682.5
relaxed,1000,15,35,4,315.686,14214.7
relaxed,1000,15,35,5,257.114,8656.44
relaxed,1000,15,50,1,767.74,13954.1
relaxed,1000,15,50,2,537.7,25843.5
relaxed,1000,15,50,3,448.58,24196.3
relaxed,1000,15,50,4,338.5,21142.9
relaxed,1000,15,50,5,241.96,9662.44
relaxed,1000,15,100,1,750.74,21433.6
relaxed,1000,15,100,2,583.76,32446.5
relaxed,1000,15,100,3,407.1,16296.8
relaxed,1000,15,100,4,304.27,15451.2
relaxed,1000,15,100,5,270.85,9913.89
relaxed,1000,15,200,1,762.09,22612
relaxed,1000,15,200,2,587.92,33963.2
relaxed,1000,15,200,3,429.41,26931.8
relaxed,1000,15,200,4,316.465,19573.3
relaxed,1000,15,200,5,219.415,6368.61
relaxed,1000,20,10,1,876.7,4576.21
relaxed,1000,20,10,2,723.5,10241.9
relaxed,1000,20,10,3,510.2,36520.8
relaxed,1000,20,10,4,390.9,7040.89
relaxed,1000,20,10,5,327.5,6280.65
relaxed,1000,20,15,1,833.4,5572.51
relaxed,1000,20,15,2,647.533,11000.2
relaxed,1000,20,15,3,542.667,17039.6
relaxed,1000,20,15,4,419.867,8604.25
relaxed,1000,20,15,5,331.667,16543.8
relaxed,1000,20,20,1,856.4,4708.24
relaxed,1000,20,20,2,692.85,12379.4
relaxed,1000,20,20,3,517.4,21457.6
relaxed,1000,20,20,4,432.55,10383.7
relaxed,1000,20,20,5,344.6,15881.3
relaxed,1000,20,25,1,818.88,12027.4
relaxed,1000,20,25,2,658.4,25183.6
relaxed,1000,20,25,3,615.64,10402.2
relaxed,1000,20,25,4,422.4,16002.2
relaxed,1000,20,25,5,349.24,15810.1
relaxed,1000,20,30,1,797.067,17598.5
relaxed,1000,20,30,2,682.467,12842.1
relaxed,1000,20,30,3,551.033,17556.4
relaxed,1000,20,30,4,440.733,14098.1
relaxed,1000,20,30,5,361.133,15218
relaxed,1000,20,35,1,831.029,18157.2
relaxed,1000,20,35,2,654.257,25568.1
relaxed,1000,20,35,3,527.857,18450.5
relaxed,1000,20,35,4,387.4,18847
relaxed,1000,20,35,5,335.914,10896.5
relaxed,1000,20,50,1,799.24,13667.4
relaxed,1000,20,50,2,637.52,23029.4
relaxed,1000,20,50,3,541.86,21439.5
relaxed,1000,20,50,4,370.02,39205.3
relaxed,1000,20,50,5,318.38,13231.7
relaxed,1000,20,100,1,835.19,15411.9
relaxed,1000,20,100,2,632.1,20921.6
relaxed,1000,20,100,3,502.64,23158.2
relaxed,1000,20,100,4,432.65,20530.1
relaxed,1000,20,100,5,344.39,15822
relaxed,1000,20,200,1,830.86,13923.8
relaxed,1000,20,200,2,679.845,23006
relaxed,1000,20,200,3,532.055,18006.1
relaxed,1000,20,200,4,435.22,13967.3
relaxed,1000,20,200,5,355.42,16053.9
relaxed,1000,25,10,1,741.3,42319.6
relaxed,1000,25,10,2,744.4,8796.84
relaxed,1000,25,10,3,595.8,21668.4
relaxed,1000,25,10,4,546.3,19856
relaxed,1000,25,10,5,437.6,14952.4
relaxed,1000,25,15,1,879,2025.07
relaxed,1000,25,15,2,760.133,18064.2
relaxed,1000,25,15,3,659.067,24360.3
relaxed,1000,25,15,4,532.533,27318
relaxed,1000,25,15,5,442.8,9596.69
relaxed,1000,25,20,1,791.2,22028.6
relaxed,1000,25,20,2,756.15,16624.7
relaxed,1000,25,20,3,512.3,15741.3
relaxed,1000,25,20,4,487.5,16199.5
relaxed,1000,25,20,5,430.85,23644.9
relaxed,1000,25,25,1,834.64,11300.5
relaxed,1000,25,25,2,705.28,31338.8
relaxed,1000,25,25,3,634.28,13359.7
relaxed,1000,25,25,4,460.72,18834.5
relaxed,1000,25,25,5,415.16,18504.5
relaxed,1000,25,30,1,865.567,7269.85
relaxed,1000,25,30,2,738.967,11308.6
relaxed,1000,25,30,3,598.6,21540.4
relaxed,1000,25,30,4,511.9,20213.5
relaxed,1000,25,30,5,444.367,16146
relaxed,1000,25,35,1,879.543,7224.08
relaxed,1000,25,35,2,713.4,21752.2
relaxed,1000,25,35,3,637.886,19250
relaxed,1000,25,35,4,483.086,24650.6
relaxed,1000,25,35,5,422.571,9700.53
relaxed,1000,25,50,1,815,23868.2
relaxed,1000,25,50,2,695.36,20950.1
relaxed,1000,25,50,3,571.42,17721
relaxed,1000,25,50,4,511.7,11502.2
relaxed,1000,25,50,5,423.4,25916
relaxed,1000,25,100,1,851.76,15680.4
relaxed,1000,25,100,2,742.87,18780.4
relaxed,1000,25,100,3,601.62,26279.8
relaxed,1000,25,100,4,502.08,17789
relaxed,1000,25,100,5,436.74,19916.1
relaxed,1000,25,200,1,855.465,12432
relaxed,1000,25,200,2,717.155,23740.4
relaxed,1000,25,200,3,580.125,22910.8
relaxed,1000,25,200,4,513.22,21294.9
relaxed,1000,25,200,5,404.455,17531
relaxed,2000,2,10,1,292.5,35940.7
relaxed,2000,2,10,2,11.6,2.24
relaxed,2000,2,15,1,163.867,12168.5
relaxed,2000,2,15,2,11.4,3.84
relaxed,2000,2,20,1,144.6,5563.54
relaxed,2000,2,20,2,10.8,2.86
relaxed,2000,2,25,1,162.32,14760
relaxed,2000,2,25,2,11.88,1.5456
relaxed,2000,2,30,1,201.567,12980.4
relaxed,2000,2,30,2,11.6,1.57333
relaxed,2000,2,35,1,135.171,1699.23
relaxed,2000,2,35,2,11.1429,3.55102
relaxed,2000,2,50,1,144.5,4229.17
relaxed,2000,2,50,2,12.2,3.88
relaxed,2000,2,100,1,198.47,10825.9
relaxed,2000,2,100,2,11.29,4.0259
relaxed,2000,2,200,1,145.855,5834.88
relaxed,2000,2,200,2,11.71,3.2059
relaxed,2000,3,10,1,407.1,23884.1
relaxed,2000,3,10,2,81.1,1913.29
relaxed,2000,3,10,3,11.1,0.69
relaxed,2000,3,15,1,392.333,5915.56
relaxed,2000,3,15,2,95.4667,1875.32
relaxed,2000,3,15,3,10.6667,1.15556
relaxed,2000,3,20,1,423.9,2288.09
relaxed,2000,3,20,2,79.55,1572.75
relaxed,2000,3,20,3,11.7,4.11
relaxed,2000,3,25,1,389.48,41606.7
relaxed,2000,3,25,2,55.6,789.76
relaxed,2000,3,25,3,10.56,1.0464
relaxed,2000,3,30,1,391.633,27188.5
relaxed,2000,3,30,2,59.8,2238.63
relaxed,2000,3,30,3,11.4,4.97333
relaxed,2000,3,35,1,487.257,58763.6
relaxed,2000,3,35,2,69.3714,1816.75
relaxed,2000,3,35,3,11.2571,1.27673
relaxed,2000,3,50,1,430.3,28975.8
relaxed,2000,3,50,2,58.12,863.826
relaxed,2000,3,50,3,10.56,1.2864
relaxed,2000,3,100,1,419.55,43669.9
relaxed,2000,3,100,2,68.31,2296.87
relaxed,2000,3,100,3,11.24,2.1224
relaxed,2000,3,200,1,425.575,18934.2
relaxed,2000,3,200,2,73.795,2085.8
relaxed,2000,3,200,3,10.955,1.64298
relaxed,2000,5,10,1,857.7,61082
relaxed,2000,5,10,2,331.4,37399
relaxed,2000,5,10,3,86.9,2177.89
relaxed,2000,5,10,4,33.4,538.84
relaxed,2000,5,10,5,11.7,1.21
relaxed,2000,5,15,1,901.733,57897.3
relaxed,2000,5,15,2,216.4,11100.2
relaxed,2000,5,15,3,89.4667,1264.25
relaxed,2000,5,15,4,35.5333,495.316
relaxed,2000,5,15,5,11.2,0.96
relaxed,2000,5,20,1,829.35,23479
relaxed,2000,5,20,2,262.7,20036.7
relaxed,2000,5,20,3,82.75,1388.09
relaxed,2000,5,20,4,32.5,392.65
relaxed,2000,5,20,5,10.95,1.3475
relaxed,2000,5,25,1,809.84,67236.3
relaxed,2000,5,25,2,241.8,18013.7
relaxed,2000,5,25,3,78.16,1792.85
relaxed,2000,5,25,4,39.48,450.81
relaxed,2000,5,25,5,10.56,1.0464
relaxed,2000,5,30,1,832.667,72189.1
relaxed,2000,5,30,2,286.867,26812.2
relaxed,2000,5,30,3,105.133,3262.78
relaxed,2000,5,30,4,31.7667,147.379
relaxed,2000,5,30,5,11.3667,1.23222
relaxed,2000,5,35,1,770.8,39740.8
relaxed,2000,5,35,2,321.314,19414.7
relaxed,2000,5,35,3,94.8286,3613.06
relaxed,2000,5,35,4,29.6857,265.016
relaxed,2000,5,35,5,11.2571,1.16245
relaxed,2000,5,50,1,708.38,117025
relaxed,2000,5,50,2,284.16,21104.2
relaxed,2000,5,50,3,99.1,7195.65
relaxed,2000,5,50,4,29.24,211.942
relaxed,2000,5,50,5,10.54,1.4084
relaxed,2000,5,100,1,812.64,45201.5
relaxed,2000,5,100,2,316.95,20308.3
relaxed,2000,5,100,3,91.44,2621.09
relaxed,2000,5,100,4,29.47,232.589
relaxed,2000,5,100,5,11.19,2.6739
relaxed,2000,5,200,1,791.94,56864.3
relaxed,2000,5,200,2,292.385,21052
relaxed,2000,5,200,3,91.27,2041.6
relaxed,2000,5,200,4,28.23,297.857
relaxed,2000,5,200,5,10.51,1.6699
relaxed,2000,7,10,1,870.7,31826.8
relaxed,2000,7,10,2,480.4,49384.2
relaxed,2000,7,10,3,283.2,21902.2
relaxed,2000,7,10,4,154.4,4101.24
relaxed,2000,7,10,5,46.7,122.61
relaxed,2000,7,15,1,943.533,75868.1
relaxed,2000,7,15,2,522.533,19047.3
relaxed,2000,7,15,3,178.6,6418.64
relaxed,2000,7,15,4,120.533,5290.78
relaxed,2000,7,15,5,51.9333,1117.13
relaxed,2000,7,20,1,1001.6,70560.7
relaxed,2000,7,20,2,529.05,40702.2
relaxed,2000,7,20,3,258.95,26685.9
relaxed,2000,7,20,4,105.85,3422.53
relaxed,2000,7,20,5,41.2,498.86
relaxed,2000,7,25,1,1029.96,99841.4
relaxed,2000,7,25,2,454.12,40495.9
relaxed,2000,7,25,3,245.04,11987.8
relaxed,2000,7,25,4,100.4,978
relaxed,2000,7,25,5,49.72,542.682
relaxed,2000,7,30,1,957.033,130321
relaxed,2000,7,30,2,529.367,19265.9
relaxed,2000,7,30,3,248.867,19473
relaxed,2000,7,30,4,115.667,2414.89
relaxed,2000,7,30,5,55.2667,744.329
relaxed,2000,7,35,1,967.771,88676.3
relaxed,2000,7,35,2,437.114,47338.7
relaxed,2000,7,35,3,275.314,9497.87
relaxed,2000,7,35,4,140.229,6443.26
relaxed,2000,7,35,5,56.6857,2057.02
relaxed,2000,7,50,1,1118.06,47082.8
relaxed,2000,7,50,2,494.9,21082.3
relaxed,2000,7,50,3,228.84,15471.4
relaxed,2000,7,50,4,135.62,4818.16
relaxed,2000,7,50,5,44.6,1904.08
relaxed,2000,7,100,1,1010.6,44873
relaxed,2000,7,100,2,524.53,53357.3
relaxed,2000,7,100,3,217.16,13010
relaxed,2000,7,100,4,117.14,2821.74
relaxed,2000,7,100,5,46.61,639.518
relaxed,2000,7,200,1,1005.96,97852.2
relaxed,2000,7,200,2,488.475,34935.1
relaxed,2000,7,200,3,232.86,10936.1
relaxed,2000,7,200,4,125.62,6105.54
relaxed,2000,7,200,5,51.4,1312.11
relaxed,2000,10,10,1,1320.4,20036.4
relaxed,2000,10,10,2,809.7,36321.4
relaxed,2000,10,10,3,574,31238
relaxed,2000,10,10,4,262.6,7878.04
relaxed,2000,10,10,5,183.2,13023.8
relaxed,2000,10,15,1,1233.93,92191.4
relaxed,2000,10,15,2,789.4,89635.7
relaxed,2000,10,15,3,480.067,71962.9
relaxed,2000,10,15,4,275.533,29495
relaxed,2000,10,15,5,182.8,10584.2
relaxed,2000,10,20,1,1191.5,76119.9
relaxed,2000,10,20,2,808.75,55794.8
relaxed,2000,10,20,3,432.75,48239.2
relaxed,2000,10,20,4,279.8,33080.4
relaxed,2000,10,20,5,152.6,8150.44
relaxed,2000,10,25,1,1301.28,54512.8
relaxed,2000,10,25,2,780.24,43216.8
relaxed,2000,10,25,3,482.44,23714.5
relaxed,2000,10,25,4,301.08,13866.8
relaxed,2000,10,25,5,143.12,7067.31
relaxed,2000,10,30,1,1217.03,72302.1
relaxed,2000,10,30,2,748.1,42749
relaxed,2000,10,30,3,473.4,38492
relaxed,2000,10,30,4,276.333,21139.6
relaxed,2000,10,30,5,179.733,10307.3
relaxed,2000,10,35,1,1278.03,34039.4
relaxed,2000,10,35,2,726.457,36738.1
relaxed,2000,10,35,3,469.229,15514.4
relaxed,2000,10,35,4,259.771,16728.1
relaxed,2000,10,35,5,171.029,8780.6
relaxed,2000,10,50,1,1206.12,70264.6
relaxed,2000,10,50,2,741.6,69430.4
relaxed,2000,10,50,3,454.82,54508.9
relaxed,2000,10,50,4,315.52,23155.4
relaxed,2000,10,50,5,189.06,14323.1
relaxed,2000,10,100,1,1284.79,77537.2
relaxed,2000,10,100,2,731.42,77138.6
relaxed,2000,10,100,3,445.88,24166.1
relaxed,2000,10,100,4,299.37,27259.9
relaxed,2000,10,100,5,162.97,5785.87
relaxed,2000,10,200,1,1268.67,88288.3
relaxed,2000,10,200,2,791.91,79797.8
relaxed,2000,10,200,3,458.685,30440.7
relaxed,2000,10,200,4,254.295,15012.1
relaxed,2000,10,200,5,158.34,6632.82
relaxed,2000,15,10,1,1375.4,111251
relaxed,2000,15,10,2,1014.6,75555.2
relaxed,2000,15,10,3,892.5,37249.8
relaxed,2000,15,10,4,480.7,32459.4
relaxed,2000,15,10,5,314.1,17335.3
relaxed,2000,15,15,1,1452.07,61348.2
relaxed,2000,15,15,2,1032.27,104048
relaxed,2000,15,15,3,739.467,26205.3
relaxed,2000,15,15,4,576.333,33332.8
relaxed,2000,15,15,5,336,28713.1
relaxed,2000,15,20,1,1478.7,92286.9
relaxed,2000,15,20,2,1032.65,95902.8
relaxed,2000,15,20,3,708.6,62990
relaxed,2000,15,20,4,653.75,43131.8
relaxed,2000,15,20,5,327.2,28365.7
relaxed,2000,15,25,1,1486.36,91918.2
relaxed,2000,15,25,2,1112.08,33211.3
relaxed,2000,15,25,3,792.08,91144.5
relaxed,2000,15,25,4,556.88,52985.8
relaxed,2000,15,25,5,423.36,19696.4
relaxed,2000,15,30,1,1490.13,83892.9
relaxed,2000,15,30,2,1022.1,45954.4
relaxed,2000,15,30,3,742.033,73942.6
relaxed,2000,15,30,4,617.767,31827.2
relaxed,2000,15,30,5,414.2,40645
relaxed,2000,15,35,1,1470.37,68420.8
relaxed,2000,15,35,2,1019.06,58804.8
relaxed,2000,15,35,3,715.114,57174.5
relaxed,2000,15,35,4,617.429,49383.4
relaxed,2000,15,35,5,430.829,32722.7
relaxed,2000,15,50,1,1435.7,81791.4
relaxed,2000,15,50,2,1010.28,117475
relaxed,2000,15,50,3,788.66,83323.1
relaxed,2000,15,50,4,520.62,58629
relaxed,2000,15,50,5,370.94,26074
relaxed,2000,15,100,1,1507.18,92625.9
relaxed,2000,15,100,2,1072.14,103099
relaxed,2000,15,100,3,760.93,97800.4
relaxed,2000,15,100,4,578.26,47618.3
relaxed,2000,15,100,5,412.03,35617.9
relaxed,2000,15,200,1,1466.51,75919.6
relaxed,2000,15,200,2,1048.08,66868.4
relaxed,2000,15,200,3,768.91,71441
relaxed,2000,15,200,4,565.52,55672.6
relaxed,2000,15,200,5,371.56,23702.5
relaxed,2000,20,10,1,1709.3,5311.81
relaxed,2000,20,10,2,1279.3,97419.2
relaxed,2000,20,10,3,1065.2,51210.4
relaxed,2000,20,10,4,775.9,76808.7
relaxed,2000,20,10,5,662.8,19410.6
relaxed,2000,20,15,1,1609.13,38562.9
relaxed,2000,20,15,2,1237.2,109598
relaxed,2000,20,15,3,992.067,64164.1
relaxed,2000,20,15,4,768.667,77554.1
relaxed,2000,20,15,5,553.267,62378.2
relaxed,2000,20,20,1,1622.05,25747.4
relaxed,2000,20,20,2,1171.8,84273.5
relaxed,2000,20,20,3,1107.25,77777.3
relaxed,2000,20,20,4,731.55,73920.2
relaxed,2000,20,20,5,618.25,58761.1
relaxed,2000,20,25,1,1590.08,65394.1
relaxed,2000,20,25,2,1257.92,67662.4
relaxed,2000,20,25,3,986.52,28839.4
relaxed,2000,20,25,4,764.88,34618.2
relaxed,2000,20,25,5,609.24,43481.3
relaxed,2000,20,30,1,1579.23,71176.1
relaxed,2000,20,30,2,1202.17,137339
relaxed,2000,20,30,3,928.967,60846
relaxed,2000,20,30,4,749.1,83693.8
relaxed,2000,20,30,5,581.367,47070.5
relaxed,2000,20,35,1,1639.8,50694.2
relaxed,2000,20,35,2,1286.74,100108
relaxed,2000,20,35,3,908.114,89691
relaxed,2000,20,35,4,726,38374.1
relaxed,2000,20,35,5,624.943,35959.5
relaxed,2000,20,50,1,1640.64,27919.2
relaxed,2000,20,50,2,1174.72,100745
relaxed,2000,20,50,3,993.44,104557
relaxed,2000,20,50,4,743.1,59784.5
relaxed,2000,20,50,5,631.46,45099.8
relaxed,2000,20,100,1,1579.05,72744.1
relaxed,2000,20,100,2,1330.47,59390
relaxed,2000,20,100,3,999.18,62184.3
relaxed,2000,20,100,4,791.37,66430.4
relaxed,2000,20,100,5,606.22,54804.1
relaxed,2000,20,200,1,1600.53,65083.2
relaxed,2000,20,200,2,1253.12,104750
relaxed,2000,20,200,3,991.97,64944.1
relaxed,2000,20,200,4,799.59,65786.1
relaxed,2000,20,200,5,595.965,38526.9
relaxed,2000,25,10,1,1736.7,24991.8
relaxed,2000,25,10,2,1300.6,74209.6
relaxed,2000,25,10,3,848.1,124491
relaxed,2000,25,10,4,875.5,62999.8
relaxed,2000,25,10,5,715.2,55008
relaxed,2000,25,15,1,1647.13,62821.8
relaxed,2000,25,15,2,1382.2,16611
relaxed,2000,25,15,3,1137.47,64649.6
relaxed,2000,25,15,4,893,87418.4
relaxed,2000,25,15,5,825.6,77278.1
relaxed,2000,25,20,1,1701.75,62792.3
relaxed,2000,25,20,2,1437.15,43239.3
relaxed,2000,25,20,3,1002,87332.3
relaxed,2000,25,20,4,849.4,54561.7
relaxed,2000,25,20,5,679.2,28123.1
relaxed,2000,25,25,1,1627.4,50216.2
relaxed,2000,25,25,2,1427.08,40313
relaxed,2000,25,25,3,1140.56,62070.8
relaxed,2000,25,25,4,978,78114.1
relaxed,2000,25,25,5,796.76,59960.7
relaxed,2000,25,30,1,1602.13,75061.7
relaxed,2000,25,30,2,1375.87,74066.8
relaxed,2000,25,30,3,1145.27,80071.5
relaxed,2000,25,30,4,950.467,38973.9
relaxed,2000,25,30,5,863.167,44196.8
relaxed,2000,25,35,1,1677.71,56450.9
relaxed,2000,25,35,2,1446.89,31482.5
relaxed,2000,25,35,3,1145.86,54957.6
relaxed,2000,25,35,4,948.943,49834.1
relaxed,2000,25,35,5,741.171,49439.8
relaxed,2000,25,50,1,1647.54,72408.9
relaxed,2000,25,50,2,1418.46,70891.4
relaxed,2000,25,50,3,1158.28,35343.2
relaxed,2000,25,50,4,1001.58,57925.2
relaxed,2000,25,50,5,768.3,62328
relaxed,2000,25,100,1,1681.75,52048
relaxed,2000,25,100,2,1416.48,75776.7
relaxed,2000,25,100,3,1180.18,82957.5
relaxed,2000,25,100,4,926.86,92800.9
relaxed,2000,25,100,5,752.05,47493.5
relaxed,2000,25,200,1,1662.9,35695.5
relaxed,2000,25,200,2,1407.01,41576
relaxed,2000,25,200,3,1120.12,76735.3
relaxed,2000,25,200,4,937.875,63494.8
relaxed,2000,25,200,5,756.045,51701.6
relaxed,3000,2,10,1,219.1,2869.69
relaxed,3000,2,10,2,11.6,6.64
relaxed,3000,2,15,1,242.4,28490.1
